name,price,link
"Dell G5 15-5500 Core i7 10th Gen RTX2070 8GB Graphics 15.6"" FHD Gaming Laptop","169,000",https://www.startech.com.bd/dell-g5-15-5500-10th-gen-gaming-laptop
"Razer Book 13 Core i7 11th Gen 13.4"" FHD Touch Laptop","165,000",https://www.startech.com.bd/razer-book-13-laptop
"Gigabyte AERO 17 SB Core i7 10th Gen GTX 1660Ti Graphics 17.3"" 144Hz FHD Gaming Laptop","173,500",https://www.startech.com.bd/gigabyte-aero-17sb-gaming-laptop
"MSI GP66 Leopard 10UE Core i7 10th Gen RTX 3060 6GB Graphics 15.6"" FHD Gaming Laptop","175,000",https://www.startech.com.bd/msi-gp66-leopard-10ue-i7-10th-gen-gaming-laptop
"Dell G7 15-7500 Core i7 10th Gen RTX 2060 6GB Graphics 15.6"" FHD Gaming Laptop","176,000",https://www.startech.com.bd/dell-g7-15-7500-core-i7-10th-gen-gaming-laptop
"MSI Prestige 15 A11SCS Core i7 11th Gen GTX1650 Ti 4GB Graphics 15.6"" FHD Gaming Laptop","177,000",https://www.startech.com.bd/msi-prestige-a11scs-i7-11th-gen-gaming-laptop
"MSI Summit E15 A11SCS Core i7 11th Gen GTX1650 Ti 4GB Graphics 15.6"" UHD Gaming Laptop","177,000",https://www.startech.com.bd/msi-summit-e15-a11scs-i7-11th-gen-gaming-laptop
Razer Blade 15 Base Model Core i7 10th Gen 512GB SSD RTX 2060 6GB Graphics 15.6″ FHD Gaming Laptop,"175,000",https://www.startech.com.bd/razer-blade-15-base-model-core-i7-10th-gen-gaming-laptop
"Dell Latitude 9410 2-in-1 Core i7 10th Gen 14""FHD Multi-Touch Laptop","182,000",https://www.startech.com.bd/dell-latitude-9410-2-in-1-multi-touch-laptop
"Apple MacBook Pro 13.3-Inch Core i5-2.0GHz, 16GB RAM, 1TB SSD, Touch Bar, Space Gray 2020 (MWP52 / Z0Y600047)","185,000",https://www.startech.com.bd/apple-macbook-pro-i5-16gb-ram-1tb-ssd-space-gray-2020
"Huawei Matebook X Pro Core i7 10th Gen MX250 2GB Graphics 13.9"" 3k Touch Laptop ","185,000",https://www.startech.com.bd/huawei-matebook-x-pro-core-i7-10th-gen-touch-laptop
"Apple MacBook Pro 13.3-Inch Retina Display 8-core Apple M1 chip with 16GB RAM, 512GB SSD Space Gray","185,000",https://www.startech.com.bd/apple-macbook-pro-13-3-laptop
"Lenovo YOGA 9i Core i7 11th Gen 14"" UHD Touch Laptop","185,000",https://www.startech.com.bd/lenovo-yoga-9i-core-i7-11th-gen-touch-laptop
"Acer Predator PH315-53 Intel Core i7 10th Gen RTX 3060 6GB Graphics 15.6"" 144Hz FHD Gaming Laptop","193,000",https://www.startech.com.bd/acer-predator-ph315-53-core-i7-256gb-ssd-gaming-laptop
Razer Blade 15 Base Model Core i7 10th Gen 512GB SSD RTX 3060 6GB Graphics 15.6″ FHD Gaming Laptop,"195,000",https://www.startech.com.bd/razer-blade-15-base-model-rtx-3060-i7-10th-gen-gaming-laptop
Lenovo Yoga 9 14ITL5 Core i7 11th Gen 14” Full HD Touch Laptop,"199,000",https://www.startech.com.bd/lenovo-yoga-9-14itl5-core-i7-11th-gen-touch-laptop
Razer Blade 15 Base Model Core i7 10th Gen 512GB SSD RTX 2070 8GB MAX-Q Graphics 15.6″ FHD Gaming Laptop,"194,000",https://www.startech.com.bd/razer-blade-15-base-model-core-i7-rtx-2070-max-q-gaming-laptop
Lenovo Legion 5 Ryzen 7 5800H 1TB SSD RTX 3060 6GB Graphics 15.6″ FHD 165Hz Gaming Laptop,"190,000",https://www.startech.com.bd/lenovo-legion-5-ryzen-7-6gb-graphics-fhd-gaming-laptop
"Gigabyte AERO 15KB Core i7 10th Gen RTX 2060 Graphics 15.6"" OLED UHD Gaming Laptop","203,000",https://www.startech.com.bd/gigabyte-aero-15kb-gaming-laptop
"HP Elite Dragonfly G2 Core i7 11th Gen 13.3"" FHD Touch Laptop","205,000",https://www.startech.com.bd/hp-elite-dragonfly-g2-core-i7-touch-laptop
"Gigabyte AERO 15 OLED KC Core i7 10th Gen RTX 3060P 6GB Graphics 15.6"" UHD Gaming Laptop","206,000",https://www.startech.com.bd/gigabyte-aero-15-oled-kc-core-i7-gaming-laptop
"Dell Latitude 9510 2-in-1 Core i7 10th Gen 15.6"" FHD Touch Laptop with Windows 10 Pro","209,000",https://www.startech.com.bd/dell-latitude-9510-laptop
Lenovo Yoga S940 Core i7 10th Gen 14 Inch UHD Laptop with Genuine Windows 10,"210,000",https://www.startech.com.bd/lenovo-yoga-s940-laptop
Razer Blade 15 Base Model Core i7 10th Gen RTX 3070 8GB Graphics 15.6″ FHD Gaming Laptop,"225,000",https://www.startech.com.bd/razer-blade-15-base-model-rtx-3070-i7-10th-gen-gaming-laptop
"Gigabyte Aorus 15G XC Core i7 10th Gen RTX 3070Q 8GB Graphics 15.6"" 240Hz FHD Gaming Laptop","233,000",https://www.startech.com.bd/gigabyte-aorus-15g-xc-core-i7-gaming-laptop
Logitech Smart Dock (Used with Microsoft Surface Pro),"69,500",https://www.startech.com.bd/logitech-smartdock-conference-console
"Dell XPS 13 9310 2-in-1 Core i7 11th Gen 13.4"" QHD Touch Laptop","235,000",https://www.startech.com.bd/dell-xps-13-9310-i7-11th-gen-fhd-laptop
"Dell XPS 13 9310 Core i7 11th Gen 13.3"" 4K UHD Touch Laptop","240,000",https://www.startech.com.bd/dell-xps-13-9310-laptop
"Acer Predator PH315-53 Intel Core i7 10th Gen RTX 3070 8GB Graphics 15.6"" 300Hz FHD Gaming Laptop","242,000",https://www.startech.com.bd/acer-predator-ph315-53-rtx-3070-gaming-laptop
"Apple Macbook Pro 2019 16-inch Retina Display with Touch Bar Core i9-2.3GHz 16GB Ram 1TB SSD Radeon Pro 4GB Graphics, Gray (MVVK2)","250,000",https://www.startech.com.bd/apple-macbook-pro-mvvk2-2019
"Dell XPS 17 9700 Core i7 10th Gen 17"" FHD Laptop","235,000",https://www.startech.com.bd/dell-xps-17-9700-core-i7-10th-gen-laptop
Asus ROG Zephyrus M15 GU502LW Core i7 10th Gen RTX2070 8GB Graphics 15.6” 4K UHD Gaming Laptop,"257,000",https://www.startech.com.bd/asus-rog-zephyrus-m15-gu502lw-gaming-laptop
"Dell XPS 17 9700 Core i7 10th Gen RTX 2060 6GB Graphics 17"" FHD Laptop","250,000",https://www.startech.com.bd/dell-xps-17-9700-core-i7-laptop
Lenovo ThinkPad X1 Titanium Yoga Gen 1 Core i7 11th Gen 13.5″ 2K QHD Laptop,"285,000",https://www.startech.com.bd/lenovo-thinkpad-x1-titanium-yoga-gen-1-laptop
"Acer Nitro 5 AN515-55 Core i5 10th Gen RTX 2060 6GB Graphics 15.6"" FHD Laptop","118,000",https://www.startech.com.bd/acer-nitro-5-an515-55-i5-10th-gen-laptop
"Acer Nitro 5 AN515-56 Core i5 11th Gen 256GB SSD, GTX 1650 4GB, 15.6"" FHD 144hz Gaming Laptop","119,000",https://www.startech.com.bd/acer-nitro-5-an515-56-core-i5-256gb-ssd-fhd-gaming-laptop
"Acer Predator PH315-53 Intel i5 10th Gen GTX 1650Ti 4GB Graphics 15.6"" 144Hz FHD Gaming Laptop","120,000",https://www.startech.com.bd/acer-predator-ph315-53-gtx-1650ti-gaming-laptop
Asus ZenBook 13 UX325EA Core i7 11th Gen 13.3” FHD Laptop with Windows 10,"120,000",https://www.startech.com.bd/asus-zenbook-13-ux325ea-11th-gen-fhd-laptop
"Acer Swift 3X SF314-510G Core i7 11th Gen 14"" Full HD Laptop","120,000",https://www.startech.com.bd/acer-swift-3x-sf314-510g-core-i7-11th-gen-laptop
Asus ZenBook 14 UX425EA Core i7 11th Gen 14” FHD Laptop with Windows 10,"120,000",https://www.startech.com.bd/asus-zenbook-14-ux425ea-core-i7-11th-gen-laptop
"Lenovo IdeaPad Flex 5i Core i7 11th Gen MX450 2GB Graphics 14"" FHD Touch Laptop with Windows 10","120,000",https://www.startech.com.bd/lenovo-ideapad-flex-5i-core-i5-11th-gen-2gb-graphics-touch-laptop
"Apple MacBook Air 13.3-Inch 10th Gen Core i5-1.1GHz, 8GB RAM, 512GB SSD (MVH22) Space Gray 2020","124,000",https://www.startech.com.bd/apple-macbook-air-core-i5-2020
"Dell Latitude 7410 Core i7 10th Gen 14"" FHD Laptop with Free DOS","125,000",https://www.startech.com.bd/dell-latitude-7410-core-i7-laptop
"Asus ZenBook Duo UX481FA Core i7 10th Gen 512GB SSD 14"" Dual Display Laptop","126,000",https://www.startech.com.bd/asus-zenbook-duo-ux481fa-i7-dual-display-laptop
"Gigabyte Aorus 5 KB Core i5 10th Gen RTX 2060 Graphics 15.6"" 144Hz FHD Gaming Laptop","126,000",https://www.startech.com.bd/gigabyte-aorus-5-kb-core-i5-gaming-laptop
"Acer Predator Helios 300 PH315-53-5462 Core i5 10th Gen RTX2060 Graphics 512GB SSD 15.6"" FHD Gaming Laptop ","122,000",https://www.startech.com.bd/acer-predator-helios-300-core-i5-10th-gen-gaming-laptop
"Acer Nitro 5 AN515-44 AMD Ryzen 7 4800H GTX 1650Ti 4GB Graphics 15.6"" 144Hz FHD Gaming Laptop","128,000",https://www.startech.com.bd/acer-nitro-5-an515-44-gtx-1650ti-gaming-laptop
"Gigabyte Aorus 5 MB Core i7 10th Gen GTX 1650Ti Graphics 15.6"" 144Hz FHD Gaming Laptop","126,500",https://www.startech.com.bd/gigabyte-aorus-5mb-gaming-laptop
"Apple MacBook Air 13.3-Inch Retina Display 8-core Apple M1 chip with 8GB RAM, 512GB SSD (MGN73) Space Gray","128,000",https://www.startech.com.bd/apple-macbook-air-13-3-inch-m1-chip-laptop
"ASUS ZenBook Duo 14 UX482EA Core i5 11th Gen 14"" FHD Touch Laptop","128,000",https://www.startech.com.bd/asus-zenbook-duo-14-ux482ea-i5-11th-gen-touch-laptop
"Apple MacBook Pro 13.3-Inch Core i5-1.4GHz , 8GB RAM, 256GB SSD With Touch Bar (MXK32) Space Gray 2020","130,500",https://www.startech.com.bd/apple-macbook-pro-core-i5-space-gray-2020
"Dell Latitude 7310 Core i7 10th Gen 13.3"" FHD Laptop","130,500",https://www.startech.com.bd/dell-latitude-7310-core-i7-10th-gen-fhd-laptop
"MSI GP65 Leopard 10SEK Core i7 10th Gen RTX 2060 6GB Graphics 15.6"" FHD Gaming Laptop","130,000",https://www.startech.com.bd/msi-gp65-leopard-10sek-core-i7-gaming-laptop
"Acer Nitro 5 AN515-55 Core i7 10th Gen 256GB SSD GTX 1650 Ti 6GB Graphics, 15.6"" FHD 144hz Gaming Laptop","132,000",https://www.startech.com.bd/acer-nitro-5-an515-55-core-i7-256gb-ssd-gaming-laptop
"HP Envy 13-ba1023tx Core i7 11th Gen MX450 2GB Graphics 13.3"" FHD Touch Laptop","134,000",https://www.startech.com.bd/hp-envy-13-ba1023tx-11th-gen-touch-laptop
"Asus ZenBook 14 UX435EAL Core i7 11th Gen 1 TB SSD 14"" FHD Laptop","134,000",https://www.startech.com.bd/asus-zenbook-14-ux435eal-core-i7-11th-gen-laptop
"Acer Swift 5 SF514-55TA Core i7 11th Gen 1TB SSD 14"" FHD Touch Laptop","135,000",https://www.startech.com.bd/acer-swift-5-sf514-55ta-core-i7-11th-gen-fhd-touch-laptop
"Acer Nitro 5 AN515-56 Core i7 11th Gen 256GB SSD, GTX 1650 4GB, 15.6"" FHD 144hz Gaming Laptop","135,000",https://www.startech.com.bd/acer-nitro-5-an515-56-core-i7-256gb-ssd-fhd-gaming-laptop
"Asus TUF Dash F15 FX516PM Core i5 11th Gen RTX3060 6GB Graphics 15.6"" FHD Gaming Laptop","136,000",https://www.startech.com.bd/asus-tuf-dash-f15-fx516pm-core-i5-11th-gen-gaming-laptop
"Apple MacBook Pro 13.3-Inch Retina Display 8-core Apple M1 chip with 8GB RAM, 256GB SSD (MYD82) Space Gray","138,000",https://www.startech.com.bd/apple-macbook-pro-13-3-inch-8-core-m1-chip-256gb-ssd-laptop
"Apple MacBook Pro 13.3-Inch Retina Display 8-core Apple M1 chip with 8GB RAM, 256GB SSD (MYDA2) Silver","138,000",https://www.startech.com.bd/apple-macbook-pro-133-inch
"Dell Latitude 7310 Core i7 10th Gen 13.3"" FHD Laptop with Windows 10 Pro","140,000",https://www.startech.com.bd/dell-latitude-7310-core-i7-fhd-laptop
"Gigabyte Aorus 5 SB Core i7 10th Gen GTX 1660Ti Graphics 15.6"" 144Hz FHD Gaming Laptop","141,000",https://www.startech.com.bd/gigabyte-aorus-5-sb-core-i7-gaming-laptop
"Acer Nitro 7 AN715-51-71Y6 Core i7 9th Gen GTX 1660 Ti Graphics 15.6"" FHD Gaming Laptop with Windows 10","142,000",https://www.startech.com.bd/acer-nitro-7-an715-51-71y6-core-i7-laptop
"MSI GF65 THIN 10UE Core i5 10th Gen RTX 3060 MAX-Q 6GB Graphics 15.6"" FHD Gaming Laptop","143,500",https://www.startech.com.bd/msi-gf65-thin-10ue-i5-10th-gen-gaming-laptop
HP OMEN 15-ek0100TX Core i7 10th Gen GTX 1660Ti 6GB Graphics 15.6''FHD Gaming Laptop,"142,000",https://www.startech.com.bd/hp-omen-15-ek0100tx-core-i7-10th-gen-laptop
"Microsoft Surface Laptop 3 AMD Ryzen 5-3580U 8GB RAM 256GB SSD 15"" Touch Screen Display","145,000",https://www.startech.com.bd/microsoft-surface-laptop-3-ryzen-5-touch-display
"Gigabyte Aorus 5 KB Core i7 10th Gen RTX 2060 Graphics 15.6"" 144Hz FHD Gaming Laptop","147,000",https://www.startech.com.bd/gigabyte-aorus-5kb-gaming-laptop
"Acer Predator Helios 300 Core i7 10th Gen RTX 2060 6GB Graphics 15.6"" FHD 144Hz Gaming Laptop","147,000",https://www.startech.com.bd/acer-predator-helios-300-core-i7-10th-gen-gaming-laptop
"Asus ROG Flow X13 GV301QH Ryzen 7 5800H GTX1650 MAXQ 4GB Graphics 13.4"" FHD Touch Gaming Laptop","148,000",https://www.startech.com.bd/asus-rog-flow-x13-gv301qh-ryzen-7-touch-gaming-laptop
"MSI Stealth 15M A11SDK Core i7 11th Gen GTX 1660 Ti 6GB Graphics 15.6"" FHD Gaming Laptop","150,000",https://www.startech.com.bd/asi-stealth-15m-a11sdk-core-i7-11th-gen-gaming-laptop
"Apple MacBook Pro 13.3-Inch Retina Display 8-core Apple M1 chip with 8GB RAM, 512GB SSD (MYD92) Space Gray","152,000",https://www.startech.com.bd/apple-macbook-pro-13-3-inch-8-core-m1-chip-laptop
"ASUS ZenBook Duo 14 UX482EA Core i7 11th Gen 14"" FHD Touch Laptop","152,000",https://www.startech.com.bd/asus-zenbook-duo-14-ux482ea-i7-11th-gen-touch-laptop
"Asus TUF Dash F15 FX516PM Core i7 11th Gen RTX3060 6GB Graphics 15.6"" FHD Gaming Laptop","152,000",https://www.startech.com.bd/asus-tuf-dash-f15-fx516pm-core-i7-11th-gen-gaming-laptop
"MSI GF65 THIN 10UE Core i7 10th Gen RTX 3060 MAX-Q 6GB Graphics 15.6"" FHD Gaming Laptop","153,000",https://www.startech.com.bd/msi-gf65-thin-10ue-i7-10th-gen-gaming-laptop
"MSI GF75 Thin 10UE Core i7 10th Gen RTX3060 6GB Graphics 15.6"" FHD 144Hz Gaming Laptop","153,000",https://www.startech.com.bd/msi-gf75-thin-10ue-gaming-laptop
"Gigabyte Aorus 7 KB Core i7 10th Gen RTX 2060 Graphics 17.3"" 144Hz FHD Gaming Laptop","155,000",https://www.startech.com.bd/gigabyte-aorus-7kb-gaming-laptop
"MSI Stealth 15M A11SEK Core i7 11th Gen RTX 2060 Max-Q 6GB Graphics 15.6"" FHD Gaming Laptop","155,000",https://www.startech.com.bd/msi-stealth-15m-a11sek-core-i7-11th-gen-gaming-laptop
"MSI GF75 Thin 10UEK Core i7 10th Gen RTX3060 6GB Graphics 17.3"" FHD 144Hz Gaming Laptop","155,000",https://www.startech.com.bd/msi-gf75-thin-10uek-gaming-laptop
"Microsoft Surface Book 3 Core i5 10th Gen 13.5"" multi-touch (V6F-00001) Platinum 2 in 1 Notebook","155,000",https://www.startech.com.bd/microsoft-surface-book-3-core-i5-10th-gen-multi-touch-notebook
"Dell Latitude 14 7420 Core i7 11th Gen 14"" FHD Touch Laptop","155,500",https://www.startech.com.bd/dell-latitude-7420-core-i7-11th-gen-fhd-touch-laptop
"Apple Macbook Pro 13"" M1 Processor, 8GB Ram, 512GB SSD (MYDC2) Silver","156,000",https://www.startech.com.bd/apple-macbook-pro-13-m1-processor
"AVITA LIBER NS13A2 Core i5 8th Gen 13.3"" Full HD Purple Laptop with Windows 10","56,000",https://www.startech.com.bd/avita-liber-ns13a2-i5-purple-laptop
"Lenovo ThinkPad E14 Core i3 10th Gen 14"" FHD Laptop ","56,000",https://www.startech.com.bd/lenovo-thinkpad-e14-core-i3-laptop
"HP 15s-du1081tu Core i3 10th Gen 15.6"" FHD Laptop","56,000",https://www.startech.com.bd/hp-15s-du1081tu-core-i3-10th-gen-laptop
"Acer Extensa EX215-52 Core i5 10th Gen 8GB RAM 1TB HDD 15.6"" Full HD Laptop with Genuine Windows 10","57,500",https://www.startech.com.bd/acer-extensa-ex215-52-core-i5-laptop
"Avita Liber 14 Core i5 10th Gen 14"" FHD Laptop Avita Purple","57,500",https://www.startech.com.bd/avita-liber-14-10th-gen-laptop
"Avita Liber 14 Core i5 10th Gen 14"" FHD Laptop Champagne Gold","57,500",https://www.startech.com.bd/avita-liber-14-10th-gen-laptop-champagne-gold
"Avita Liber 14 Core i5 10th Gen 14"" FHD Laptop Himalayan Blue","57,500",https://www.startech.com.bd/avita-liber-14-10th-gen-laptop-himalayan-blue
"Avita Liber 14 Core i5 10th Gen 14"" FHD Laptop Cloud Silver","57,500",https://www.startech.com.bd/avita-liber-14-10th-gen-laptop-cloud-silver
Lenovo IdeaPad Slim 5i Core i3 11th Gen 15.6″ FHD Laptop,"57,500",https://www.startech.com.bd/lenovo-ideapad-slim-5i-core-i3-11th-gen-fhd-laptop
"Avita Liber V14 Core i5 10th Gen 14"" FHD Laptop Golden Matt Black","58,990",https://www.startech.com.bd/avita-liber-v14-core-i5-10th-gen-laptop
"Avita Liber V14 Core i5 10th Gen 14"" FHD Laptop Matt Black","58,990",https://www.startech.com.bd/avita-liber-v14-core-i5-10th-gen-laptop-matt-black
Microsoft Surface Pro 7 10th Gen Core i5 8GB Ram 128GB SSD Touch Display Notebook with Win 10,"99,000",https://www.startech.com.bd/microsoft-surface-pro-7-10th-gen-core-i5-128gb-ssd-notebook
"Avita Liber V14 Core i5 10th Gen 14"" FHD Laptop Cloud Silver","58,990",https://www.startech.com.bd/avita-liber-v14-core-i5-10th-gen-laptop-cloud-silver
"Lenovo IdeaPad Slim 3i 10th Gen Core i5 14"" FHD Laptop with Windows 10","59,000",https://www.startech.com.bd/lenovo-ideapad-slim-3i-10th-gen-core-i5-14-inch-laptop
Microsoft Surface Pro 7 10th Gen Core i5 8GB RAM 256GB SSD Touch Display Black Notebook,"120,000",https://www.startech.com.bd/microsoft-surface-pro-7-core-i5-notebook
"HP 15s-du1095tu Core i5 10th Gen 15.6"" FHD Laptop","59,000",https://www.startech.com.bd/hp-15s-du1095tu-core-i5-10th-gen-laptop
"Walton Passion BP7800 Core i7 8th Gen 15.6"" HD Laptop","59,500",https://www.startech.com.bd/walton-passion-bp7800-core-i7-8th-gen-laptop
"Walton Tamarind EX510G Core i5 10th Gen 14"" FHD Laptop","59,990",https://www.startech.com.bd/walton-tamarind-ex510g-core-i5-10th-gen-laptop
"Acer Spin 3 SP314-21N Athlon Silver 3050U 14"" FHD Touch Laptop","60,000",https://www.startech.com.bd/acer-sp314-21n-athlon-touch-laptop
"Lenovo V14 Core i5 10th Gen 14"" HD Laptop","60,000",https://www.startech.com.bd/lenovo-v14-core-i5-10th-gen-laptop
"Lenovo V14-IIL Core i5 10th Gen 14"" FHD Laptop","60,000",https://www.startech.com.bd/lenovo-v14-iil-core-i5-10th-gen-laptop
"Microsoft Surface Pro X SQ 2, 16GB RAM, 512GB SSD 13"" Multi-Touch Platinum Notebook","177,000",https://www.startech.com.bd/microsoft-surface-pro-x-sq-2-notebook
HP 15s-du1096tu Core i5 10th Gen 15.6'' FHD Laptop,"61,000",https://www.startech.com.bd/hp-15s-du1096tu-core-i5-10th-gen-laptop
"Microsoft Surface Pro 7 Core i7 10th Gen 16GB Ram 512GB SSD 12.3"" Multi-Touch Display","182,000",https://www.startech.com.bd/microsoft-surface-pro-7-512gb-ssd-laptop
Asus VivoBook 14 X415JA Core i5 10th Gen 14” FHD Laptop,"61,000",https://www.startech.com.bd/asus-vivobook-14-x415ja-core-i5-10th-gen-laptop
HP Probook 450 G7 Core i5 10th Gen 15.6 Inch HD Laptop,"66,000",https://www.startech.com.bd/hp-probook-450-g7-core-i5-laptop
"Lenovo IdeaPad Slim 3i Core i5  MX330 2GB Graphics 15.6"" FHD Laptop","63,500",https://www.startech.com.bd/lenovo-ideapad-slim-3i-core-i5-mx330-fhd-laptop
"Acer Aspire 3 A315-57G Core i5 10th Gen MX330 2GB Graphics 15.6"" FHD Laptop","63,500",https://www.startech.com.bd/acer-aspire-3-a315-57g-core-i5-10th-gen-laptop
"HP 15s-du3024TU Core i5 11th Gen 15.6"" FHD Laptop","65,000",https://www.startech.com.bd/hp-15s-du3024tu-core-i5-11th-gen-laptop
HP Probook 440 G7 Core i5 10th Gen 4GB RAM 14.0 Inch HD Laptop,"65,000",https://www.startech.com.bd/hp-probook-440-g7-i5-4gb-ram-laptop
"Lenovo IdeaPad Slim 3i 11th Gen Core i5 15.6"" FHD Laptop","65,500",https://www.startech.com.bd/lenovo-ideapad-slim-3i-11th-gen-core-i5-laptop
"Lenovo ThinkPad E14 Core i5 10th Gen 4GB RAM 14"" FHD Laptop ","66,000",https://www.startech.com.bd/lenovo-thinkpad-e14-core-i5-10th-gen-4gb-ram-laptop
"Lenovo ThinkPad E14 10th Gen Core i5 1TB HDD 14"" FHD Laptop","68,000",https://www.startech.com.bd/lenovo-thinkpad-e14-10th-gen-core-i5-1tb-hdd-laptop
"HP Pavilion 14-dv0067TU Core i3 11th Gen 14"" FHD Laptop","66,000",https://www.startech.com.bd/hp-pavilion-14-dv0067tu-core-i3-11th-gen-laptop
Microsoft Surface Go 2 Pentium Gold 8GB RAM 128GB SSD 10.5” Touch Laptop (STQ-00001),"64,000",https://www.startech.com.bd/microsoft-surface-go-2-laptop
HP Probook 440 G7 Core i5 10th Gen 8GB RAM 14.0 Inch FHD Laptop With Windows 10,"67,500",https://www.startech.com.bd/hp-probook-440-g7-i5-fhd-laptop
"Acer Aspire A515-45 AMD Ryzen 5 5500U 15.6"" Full HD Laptop","66,000",https://www.startech.com.bd/acer-aspire-a515-45-ryzen-5-laptop
"ASUS VivoBook S15 M533IA AMD Ryzen 5 4500U 15.6"" FHD Laptop with Windows 10","68,000",https://www.startech.com.bd/asus-vivobook-s15-m533ia-ryzen-5-fhd-laptop
"Lenovo ThinkPad E14 Core i5 10th Gen 14"" FHD Laptop ","68,000",https://www.startech.com.bd/lenovo-thinkpad-e14-core-i5-laptop
Acer Aspire 5 A515-55 Core i5 10th Gen 15.6''FHD Laptop with Windows 10,"68,300",https://www.startech.com.bd/acer-aspire-5-a515-55-core-i5-laptop
"Dell Latitude 5410 Core i5 10th Gen 14"" HD Laptop","69,500",https://www.startech.com.bd/dell-latitude-5410-core-i5-10th-gen-laptop
"Acer Aspire 5 A515-56 Core i5 11th Gen 15.6"" FHD Laptop","70,000",https://www.startech.com.bd/acer-aspire-5-a515-56-core-i5-11th-gen-laptop
"Acer Aspire 5 A514-54 Core i5 11th Gen 14"" FHD Laptop","71,000",https://www.startech.com.bd/acer-aspire-5-a514-54-i5-11th-gen-laptop
"Acer Spin 3 SP314-21N Ryzen 3 3250U 14"" FHD Touch Laptop","71,000",https://www.startech.com.bd/acer-sp314-21n-ryzen-3-touch-laptop
"Lenovo IdeaPad 3 Core i5 10th Gen 14"" FHD Laptop","64,500",https://www.startech.com.bd/lenovo-ideapad-3-14-inch-laptop
"Asus X515JP Core i5 10th Gen MX330 2GB Graphics 15.6"" FHD Laptop","71,500",https://www.startech.com.bd/asus-x515jp-core-i5-10th-gen-fhd-laptop
Xiaomi Redmi Book 14 Ryzen 5 4500U 8GB RAM 14” FHD Laptop,"72,000",https://www.startech.com.bd/xiaomi-redmi-book-14-ryzen-5-laptop
Xiaomi Redmi Book 13 Ryzen 5 4500U 13.3” FHD Laptop with Windows 10,"69,000",https://www.startech.com.bd/xiaomi-redmi-book-13-laptop
"Acer Nitro 5 AN515-55-52Z1, Core i5 10th Gen, 8GB Ram, 512GB SSD, GTX 1650 Ti 4GB, 15.6"" FHD 144hz Gaming Laptop","103,000",https://www.startech.com.bd/acer-nitro-5-an515-55-52z1-core-i5-fhd-gaming-laptop
"Dell Vostro 14 5402 Core i7 11th Gen MX330 2GB Graphics 14"" FHD Laptop","103,000",https://www.startech.com.bd/dell-vostro-14-5402-core-i7-laptop
"Apple Macbook Air 13.3 inch Core i5, 8GB Ram, 128GB SSD (MVFH2) Space Gray (2019)","105,000",https://www.startech.com.bd/apple-macbook-air-mvfh2-2019
"Acer Nitro 5 AN515-54 79WR Core i7 9th Gen ( 256GB SSD + 1TB HDD) GTX 1650 15.6"" Full HD Gaming Laptop With Genuine Windows 10","108,200",https://www.startech.com.bd/acer-nitro-5-an515-54-79wr-gaming-laptop
"MSI Evolve GF63 Thin 10SCSR Core i7 10th Gen GTX 1650Ti 4GB Graphics 15.6"" 144Hz  FHD Gaming Laptop","110,000",https://www.startech.com.bd/msi-evolve-gf63-thin-10scsr-core-i7-gaming-laptop
"Apple MacBook Air 13.3-Inch Retina Display 8-core Apple M1 chip with 8GB RAM, 256GB SSD (MGND3) Gold","110,000",https://www.startech.com.bd/apple-macbook-air-13-3-inch-m1-chip-laptop-256gb-ssd-gold
"HP Gaming Pavilion 15-cx0111tx Core i7 8th Gen GTX 1060 3GB Graphics 15.6"" Full HD Laptop With Genuine Win 10","113,000",https://www.startech.com.bd/hp-gaming-pavilion-cx0111tx-i7-laptop
"ASUS TUF A15 FA506IU Ryzen 7 4800H GTX 1660 Ti Graphics 144Hz 15.6"" FHD Gaming Laptop with Windows 10","115,000",https://www.startech.com.bd/asus-tuf-a15-ryzen-7-4800h-gaming-laptop
"Lenovo Legion 5 15ARH05 Ryzen 7 4800H GTX1650Ti 4GB Graphics 15.6"" FHD Gaming Laptop","123,500",https://www.startech.com.bd/lenovo-legion-5-15arh05-fhd-gaming-laptop
"Lenovo Legion 5 Ryzen 5 4600H GTX1650 4GB Graphics 15.6"" FHD Gaming Laptop","103,000",https://www.startech.com.bd/lenovo-legion-5-ryzen-5-gaming-laptop
"Lenovo Legion 5 Ryzen 5 4600H GTX1650Ti 4GB Graphics 15.6"" FHD Gaming Laptop","109,000",https://www.startech.com.bd/lenovo-legion-5-ryzen-5-fhd-gaming-laptop
"Lenovo Legion 5 Ryzen 7 4800H GTX1650 4GB Graphics 15.6"" FHD Gaming Laptop","118,000",https://www.startech.com.bd/lenovo-legion-5-ryzen-7-gaming-laptop
"Lenovo Legion 5 Ryzen 7 4800H RTX2060 6GB Graphics 15.6"" FHD Gaming Laptop",0,https://www.startech.com.bd/lenovo-legion-5-ryzen-7-fhd-gaming-laptop
"Dell Inspiron 13-7306 2-in-1 Core i7 11th Gen 13.3"" 4K UHD Touch Laptop","125,000",https://www.startech.com.bd/dell-inspiron-13-7306-2-in-1-core-i7-11th-gen-touch-laptop
Lenovo YOGA Slim 7i Core i7 11th Gen 14″ FHD Touch Laptop,"127,000",https://www.startech.com.bd/lenovo-yoga-slim-7i-core-i7-11th-gen-fhd-touch-laptop
